gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,1429-1473
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,1565-1653
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,1790-1952
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,2046-2335
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,2411-2615
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,2699-2856
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,GDP-fucose protein O-fucosyltransferase,3050-3060
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,1429-1473
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,1565-1653
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,1790-1952
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,2046-2335
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,2411-2615
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,2699-2856
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,3050-3078
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,391-632
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,1406-1473
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,1565-1653
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,1790-1952
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,2046-2335
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,2411-2615
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,2699-2856
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.1,36340165-36344124,Putative O-fucosyltransferase,3050-3261
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.2,36340252-36344118,GDP-fucose protein O-fucosyltransferase,1423-1467
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.2,36340252-36344118,GDP-fucose protein O-fucosyltransferase,1559-1647
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.2,36340252-36344118,GDP-fucose protein O-fucosyltransferase,1784-1961
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.3,36340326-36344102,GDP-fucose protein O-fucosyltransferase,1407-1451
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.3,36340326-36344102,GDP-fucose protein O-fucosyltransferase,1543-1634
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,1404-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,1540-1628
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,1765-1927
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,2021-2310
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,2386-2590
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,2674-2831
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,GDP-fucose protein O-fucosyltransferase,3025-3035
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,1404-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,1540-1628
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,1765-1927
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,2021-2310
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,2386-2590
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,2674-2831
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,3025-3053
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,366-607
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,1381-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,1540-1628
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,1765-1927
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,2021-2310
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,2386-2590
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,2674-2831
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.4,36340350-36344099,Putative O-fucosyltransferase,3025-3236
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,1404-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,1540-1628
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,1765-1927
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,2021-2310
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,2386-2590
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,2674-2831
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,3025-3053
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,366-607
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,1345-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,1540-1628
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,1765-1927
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,2021-2310
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,2386-2590
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,2674-2831
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,Putative O-fucosyltransferase,3025-3236
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,1404-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,1540-1628
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,1765-1927
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,2021-2310
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,2386-2590
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,2674-2831
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.5,36340350-36344099,GDP-fucose protein O-fucosyltransferase,3025-3035
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,1265-1309
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,1401-1489
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,1626-1788
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,1882-2171
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,2247-2451
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,2535-2692
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,GDP-fucose protein O-fucosyltransferase,2886-2896
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1265-1309
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1401-1489
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1626-1788
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1882-2171
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,2247-2451
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,2535-2692
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,2886-2914
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,227-468
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1242-1309
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1401-1489
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1626-1788
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,1882-2171
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,2247-2451
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,2535-2692
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.6,36340354-36343960,Putative O-fucosyltransferase,2886-3097
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.7,36340354-36344099,GDP-fucose protein O-fucosyltransferase,1404-1448
BaRT2v18chr3HG123420,BaRT2v18chr3HG123420.7,36340354-36344099,GDP-fucose protein O-fucosyltransferase,1540-1631
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40/YVTN repeat-like-containing domain superfamily,1589-2042
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40/YVTN repeat-like-containing domain superfamily,2225-2381
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40 repeat,2255-2327
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40 repeat,2024-2042
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40 repeat,2225-2330
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40 repeat,1379-1493
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40 repeat,1895-2015
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40-repeat-containing domain superfamily,1406-2042
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.1,36389183-36393618,WD40-repeat-containing domain superfamily,2225-2333
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40 repeat,2255-2327
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40-repeat-containing domain superfamily,1406-2042
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40-repeat-containing domain superfamily,2225-2333
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40/YVTN repeat-like-containing domain superfamily,1589-2042
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40/YVTN repeat-like-containing domain superfamily,2225-2426
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40 repeat,2024-2042
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40 repeat,2225-2330
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40 repeat,1379-1493
BaRT2v18chr3HG123430,BaRT2v18chr3HG123430.2,36389183-36393618,WD40 repeat,1895-2015
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Glycoside hydrolase family 16,143-353
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Glycoside hydrolase family 16,460-829
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Xyloglucan endotransglucosylase/hydrolase,86-353
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Xyloglucan endotransglucosylase/hydrolase,460-1021
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Xyloglucan endo-transglycosylase,880-1012
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Beta-glucanase,541-580
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Beta-glucanase,595-646
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Beta-glucanase,257-311
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Glycoside hydrolase family 16,209-353
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Glycoside hydrolase family 16,460-805
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Concanavalin A-like lectin/glucanase domain superfamily,209-353
BaRT2v18chr3HG123150,BaRT2v18chr3HG123150.1,35151053-35152311,Concanavalin A-like lectin/glucanase domain superfamily,460-1015
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.1,33170410-33174103,Zinc finger,1593-1779
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.1,33170410-33174103,Zinc finger,1578-1803
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.1,33170410-33174103,Zinc finger,1548-1824
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.1,33170410-33174103,FYVE zinc finger,1581-1776
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.1,33170410-33174103,FYVE zinc finger,1569-1782
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,Zinc finger,1496-1682
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,Ysc84 actin-binding domain,2120-2137
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,Ysc84 actin-binding domain,2669-2864
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,Ysc84 actin-binding domain,3084-3247
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,Zinc finger,1481-1706
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,Zinc finger,1451-1724
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,FYVE zinc finger,1484-1679
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.2,33170493-33174006,FYVE zinc finger,1472-1685
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.3,33170493-33173983,FYVE zinc finger,1461-1656
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.3,33170493-33173983,Zinc finger,1473-1659
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.3,33170493-33173983,Zinc finger,1428-1701
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.3,33170493-33173983,FYVE zinc finger,1449-1662
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.3,33170493-33173983,Zinc finger,1458-1683
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,Zinc finger,1496-1682
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,Ysc84 actin-binding domain,2120-2137
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,Ysc84 actin-binding domain,2669-2864
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,Ysc84 actin-binding domain,3084-3247
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,Zinc finger,1481-1706
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,Zinc finger,1451-1724
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,FYVE zinc finger,1484-1679
BaRT2v18chr3HG122900,BaRT2v18chr3HG122900.4,33170642-33174006,FYVE zinc finger,1472-1685
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,5495-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,6279-6619
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Serine-threonine/tyrosine-protein kinase,5504-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Serine-threonine/tyrosine-protein kinase,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Serine-threonine/tyrosine-protein kinase,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Serine-threonine/tyrosine-protein kinase,6279-6457
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Serine/threonine-protein kinase,6053-6089
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,5495-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase domain,6279-6619
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3071-3104
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3198-3272
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3356-3427
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3507-3581
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3666-3708
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase-like domain superfamily,5453-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase-like domain superfamily,5617-5836
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase-like domain superfamily,5937-6172
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase-like domain superfamily,6279-6655
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,1720-1733
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,1831-1951
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,2077-2148
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,2341-2415
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,2533-2604
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,2943-3068
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase,5513-5520
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Protein kinase,5617-5676
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3711-3734
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3811-3885
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,3973-4044
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,4428-4565
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.1,36160348-36167539,Leucine-rich repeat domain superfamily,4649-4770
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,5499-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,5621-5840
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,5941-6176
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,6283-6623
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Serine-threonine/tyrosine-protein kinase,5508-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Serine-threonine/tyrosine-protein kinase,5621-5840
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Serine-threonine/tyrosine-protein kinase,5941-6176
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Serine-threonine/tyrosine-protein kinase,6283-6461
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Serine/threonine-protein kinase,6057-6093
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,5499-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,5621-5840
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,5941-6176
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase domain,6283-6623
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3075-3108
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3202-3276
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3360-3431
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3511-3585
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3670-3712
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase-like domain superfamily,5457-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase-like domain superfamily,5621-5840
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase-like domain superfamily,5941-6176
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase-like domain superfamily,6283-6659
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,1724-1737
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,1835-1955
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,2081-2152
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,2345-2419
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,2537-2608
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,2947-3072
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase,5517-5524
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Protein kinase,5621-5680
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3715-3738
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3815-3889
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,3977-4048
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,4432-4569
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.2,36160348-36167543,Leucine-rich repeat domain superfamily,4653-4774
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,1717-1733
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,1831-1951
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,2077-2148
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,2341-2415
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,2533-2604
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,2943-3068
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3071-3104
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3198-3272
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3356-3427
