gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.14,34748544-34751768,3' utr,1968-2614
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.14,34748544-34751768,3' utr,2708-3225
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,exon,1-271
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,exon,416-552
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,exon,643-695
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,exon,807-858
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,exon,1011-2565
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,exon,2673-3125
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,intron,272-415
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,intron,553-642
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,intron,696-806
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,intron,859-1010
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,intron,2566-2672
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,5' utr,1-271
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,5' utr,416-552
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,5' utr,643-695
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,5' utr,807-858
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,5' utr,1011-1815
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,coding_region,1816-1932
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,3' utr,1933-2565
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.15,34748579-34751703,3' utr,2673-3125
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,exon,1-271
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,exon,416-552
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,exon,643-695
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,exon,807-858
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,exon,1011-2579
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,exon,2676-3088
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,intron,272-415
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,intron,553-642
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,intron,696-806
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,intron,859-1010
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,intron,2580-2675
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,5' utr,1-271
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,5' utr,416-552
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,5' utr,643-695
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,5' utr,807-858
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,5' utr,1011-1815
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,coding_region,1816-1932
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,3' utr,1933-2579
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.16,34748579-34751666,3' utr,2676-3088
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,1-266
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,411-547
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,638-690
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,802-853
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,1006-1111
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,1750-2560
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,exon,2671-3190
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,intron,267-410
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,intron,548-637
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,intron,691-801
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,intron,854-1005
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,intron,1112-1749
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,intron,2561-2670
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,5' utr,1-266
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,5' utr,411-547
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,5' utr,638-690
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,5' utr,802-853
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,5' utr,1006-1111
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,5' utr,1750-1810
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,coding_region,1811-1927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,3' utr,1928-2560
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.17,34748584-34751773,3' utr,2671-3190
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,1-266
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,411-547
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,638-690
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,802-853
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,1006-1111
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,1750-2574
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,exon,2671-3070
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,intron,267-410
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,intron,548-637
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,intron,691-801
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,intron,854-1005
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,intron,1112-1749
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,intron,2575-2670
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,5' utr,1-266
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,5' utr,411-547
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,5' utr,638-690
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,5' utr,802-853
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,5' utr,1006-1111
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,5' utr,1750-1810
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,coding_region,1811-1927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,3' utr,1928-2574
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.18,34748584-34751653,3' utr,2671-3070
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,exon,1-266
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,exon,411-547
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,exon,638-690
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,exon,802-853
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,exon,1006-2560
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,exon,2671-3120
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,intron,267-410
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,intron,548-637
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,intron,691-801
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,intron,854-1005
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,intron,2561-2670
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,5' utr,1-266
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,5' utr,411-547
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,5' utr,638-690
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,5' utr,802-853
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,5' utr,1006-1810
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,coding_region,1811-1927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,3' utr,1928-2560
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.19,34748584-34751703,3' utr,2671-3120
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,1-124
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,265-509
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,654-790
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,881-933
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,1045-1096
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,1249-2817
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,exon,2914-3424
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,intron,125-264
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,intron,510-653
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,intron,791-880
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,intron,934-1044
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,intron,1097-1248
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,intron,2818-2913
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,5' utr,1-124
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,5' utr,265-509
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,5' utr,654-790
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,5' utr,881-933
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,5' utr,1045-1096
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,5' utr,1249-2053
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,coding_region,2054-2170
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,3' utr,2171-2817
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.2,34748341-34751764,3' utr,2914-3424
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,exon,1-258
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,exon,403-682
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,exon,794-845
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,exon,998-1876
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,exon,2432-2566
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,exon,2660-3098
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,intron,259-402
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,intron,683-793
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,intron,846-997
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,intron,1877-2431
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,intron,2567-2659
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,5' utr,1-258
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,5' utr,403-682
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,5' utr,794-845
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,5' utr,998-1802
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,coding_region,1803-1876
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,coding_region,2432-2566
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,coding_region,2660-2699
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.20,34748592-34751689,3' utr,2700-3098
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,1-118
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,259-503
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,648-784
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,875-927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,1039-1090
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,1243-2811
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,exon,2905-3414
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,intron,119-258
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,intron,504-647
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,intron,785-874
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,intron,928-1038
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,intron,1091-1242
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,intron,2812-2904
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,5' utr,1-118
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,5' utr,259-503
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,5' utr,648-784
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,5' utr,875-927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,5' utr,1039-1090
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,5' utr,1243-2047
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,coding_region,2048-2164
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,3' utr,2165-2811
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.3,34748347-34751760,3' utr,2905-3414
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,1-118
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,259-503
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,648-784
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,875-927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,1039-2121
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,2677-2811
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,exon,2905-3414
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,intron,119-258
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,intron,504-647
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,intron,785-874
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,intron,928-1038
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,intron,2122-2676
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,intron,2812-2904
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,5' utr,1-118
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,5' utr,259-503
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,5' utr,648-784
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,5' utr,875-927
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,5' utr,1039-2047
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,coding_region,2048-2121
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,coding_region,2677-2811
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,coding_region,2905-2944
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.4,34748347-34751760,3' utr,2945-3414
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,1-89
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,230-474
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,619-755
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,846-898
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,1010-1061
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,1214-2092
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,2648-2768
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,exon,2879-3260
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,90-229
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,475-618
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,756-845
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,899-1009
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,1062-1213
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,2093-2647
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,intron,2769-2878
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,5' utr,1-89
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,5' utr,230-474
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,5' utr,619-755
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,5' utr,846-898
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,5' utr,1010-1061
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,5' utr,1214-2018
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,coding_region,2019-2092
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,coding_region,2648-2768
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,coding_region,2879-3100
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.5,34748376-34751635,3' utr,3101-3260
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,1-88
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,232-473
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,618-754
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,845-897
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,1009-1060
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,1213-1318
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,1957-2091
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,2647-2781
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,exon,2875-3326
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,89-231
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,474-617
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,755-844
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,898-1008
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,1061-1212
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,1319-1956
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,2092-2646
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,intron,2782-2874
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,1-88
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,232-473
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,618-754
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,845-897
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,1009-1060
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,1213-1318
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,5' utr,1957-2017
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,coding_region,2018-2091
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,coding_region,2647-2781
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,coding_region,2875-2914
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.6,34748377-34751702,3' utr,2915-3326
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,1-75
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,216-460
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,605-741
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,832-884
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,996-1047
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,1200-1305
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,1944-2078
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,2634-2768
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,exon,2862-3380
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,76-215
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,461-604
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,742-831
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,885-995
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,1048-1199
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,1306-1943
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,2079-2633
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,intron,2769-2861
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,1-75
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,216-460
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,605-741
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,832-884
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,996-1047
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,1200-1305
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,5' utr,1944-2004
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,coding_region,2005-2078
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,coding_region,2634-2768
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,coding_region,2862-2901
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.7,34748390-34751769,3' utr,2902-3380
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,1-75
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,219-460
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,605-745
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,832-884
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,996-1047
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,1200-1305
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,1944-2078
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,2634-2768
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,exon,2865-3134
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,76-218
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,461-604
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,746-831
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,885-995
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,1048-1199
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,1306-1943
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,2079-2633
BaRT2v18chr3HG123110,BaRT2v18chr3HG123110.8,34748390-34751523,intron,2769-2864
